state,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,UP,RIGHT,DOWN,LEFT,WAIT,BOMB,best_action,best_q_value
"('COIN', 'DOWN', 5, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",COIN,DOWN,5,GOOD_HIGH,UNNECESSARY,LEFT,0.0,-0.099461,0.9825161,-0.101,0.0,0.0,DOWN,0.9825161
"('COIN', 'DOWN', 5, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",COIN,DOWN,5,GOOD_LOW,UNNECESSARY,LEFT,-0.011,-0.0988049,0.0,-0.101,-0.051,0.5086146,BOMB,0.5086146
"('COIN', 'DOWN', 4, 'GOOD_LOW', 'UNNECESSARY', 'UP')",COIN,DOWN,4,GOOD_LOW,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0,1.334368,BOMB,1.334368
"('BOMBING', 'HERE', 2, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,HERE,2,UNAVAILABLE,UNNECESSARY,UP,-0.101,0.81962836,-0.07830701,-0.08309,-0.051,-0.101,RIGHT,0.81962836
"('BOMBING', 'LEFT', 13, 'USELESS', 'UNNECESSARY', 'DOWN')",BOMBING,LEFT,13,USELESS,UNNECESSARY,DOWN,0.030933758,-0.23735802,0.094027676,1.0550365,0.0,-0.10926555,LEFT,1.0550365
"('BOMBING', 'LEFT', 13, 'USELESS', 'UNNECESSARY', 'RIGHT')",BOMBING,LEFT,13,USELESS,UNNECESSARY,RIGHT,-0.025606118,-0.101,-0.02381051,0.78793013,-0.051,-0.1409424,LEFT,0.78793013
"('BOMBING', 'DOWN', 5, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,DOWN,5,UNAVAILABLE,UNNECESSARY,RIGHT,-0.011,0.0,1.099067,-0.10019,0.0,0.0,DOWN,1.099067
"('BOMBING', 'DOWN', 13, 'USELESS', 'UNNECESSARY', 'UP')",BOMBING,DOWN,13,USELESS,UNNECESSARY,UP,0.563277,0.0,0.066049255,-0.0063301898,0.0,-0.053185932,UP,0.563277
"('ESCAPE', 'LEFT', 9, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",ESCAPE,LEFT,9,UNAVAILABLE,UNNECESSARY,UP,1.334344,0.7639073,-0.7564608,0.27622736,-0.07297546,0.24261065,UP,1.334344
"('BOMBING', 'LEFT', 10, 'USELESS', 'UNNECESSARY', 'BOMB')",BOMBING,LEFT,10,USELESS,UNNECESSARY,BOMB,0.0,0.0,0.0,0.21583799,-0.051,0.0,LEFT,0.21583799
"('BOMBING', 'LEFT', 10, 'USELESS', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,10,USELESS,UNNECESSARY,WAIT,-0.15341803,-0.011,0.0,0.61407566,0.0,0.0,LEFT,0.61407566
"('BOMBING', 'LEFT', 10, 'USELESS', 'UNNECESSARY', 'UP')",BOMBING,LEFT,10,USELESS,UNNECESSARY,UP,0.0,-0.011,-0.101,0.9855854,0.0,-0.14524336,LEFT,0.9855854
"('BOMBING', 'DOWN', 13, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,DOWN,13,UNAVAILABLE,UNNECESSARY,DOWN,0.014842838,-0.101,1.2902151,0.0,0.0,-0.27100778,DOWN,1.2902151
"('BOMBING', 'DOWN', 13, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,DOWN,13,UNAVAILABLE,UNNECESSARY,RIGHT,0.0,-0.097850055,1.0744625,0.0,0.0,0.0,DOWN,1.0744625
"('BOMBING', 'DOWN', 15, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,15,UNAVAILABLE,UNNECESSARY,LEFT,0.65788555,0.019983273,0.10827422,-0.011519767,0.0,0.0,UP,0.65788555
"('ESCAPE', 'UP', 5, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",ESCAPE,UP,5,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.0,1.2857008,0.0,-0.051,0.0,DOWN,1.2857008
"('BOMBING', 'DOWN', 7, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,DOWN,7,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.0,1.162612,-0.100218154,-0.051,-0.0119,DOWN,1.162612
"('BOMBING', 'DOWN', 7, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",BOMBING,DOWN,7,UNAVAILABLE,UNNECESSARY,BOMB,0.0,-0.011,0.0,0.0,0.0,-0.101,UP,0.0
"('BOMBING', 'HERE', 7, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,7,GOOD_HIGH,UNNECESSARY,LEFT,0.15663122,0.11276817,0.0,-0.0015280149,-0.06947269,1.1842513,BOMB,1.1842513
"('BOMBING', 'HERE', 10, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,10,UNAVAILABLE,UNNECESSARY,LEFT,-0.10085554,-0.034906097,-0.14772558,0.84390676,-0.050141975,-0.22774667,LEFT,0.84390676
"('BOMBING', 'LEFT', 12, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",BOMBING,LEFT,12,UNAVAILABLE,UNNECESSARY,BOMB,-0.101,0.0,0.0,0.0,0.0,-0.101,RIGHT,0.0
"('ESCAPE', 'DOWN', 12, 'UNAVAILABLE', 'UNSAFE', 'BOMB')",ESCAPE,DOWN,12,UNAVAILABLE,UNSAFE,BOMB,0.0,-0.85481215,1.794772,0.0,0.0,0.0,DOWN,1.794772
"('BOMBING', 'LEFT', 0, 'UNAVAILABLE', 'NECESSARY', 'BOMB')",BOMBING,LEFT,0,UNAVAILABLE,NECESSARY,BOMB,-0.12216817,-0.101,-0.101,-1.201,0.89235157,0.0,WAIT,0.89235157
"('BOMBING', 'LEFT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,LEFT,8,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.0,0.0,1.0112829,0.0,-0.09493873,LEFT,1.0112829
"('BOMBING', 'DOWN', 7, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,7,GOOD_LOW,UNNECESSARY,LEFT,0.5731582,-0.017038733,0.0,-0.101,-0.051,-0.0011884375,UP,0.5731582
"('ESCAPE', 'UP', 9, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",ESCAPE,UP,9,UNAVAILABLE,UNNECESSARY,LEFT,-0.1472649,-0.66422266,0.05588779,1.9675264,-0.16426176,-0.40127307,LEFT,1.9675264
"('BOMBING', 'RIGHT', 7, 'USELESS', 'UNNECESSARY', 'UP')",BOMBING,RIGHT,7,USELESS,UNNECESSARY,UP,0.19419202,1.1002442,0.010180481,-0.1919,-0.15221919,-0.13934411,RIGHT,1.1002442
"('COIN', 'UP', 0, 'UNAVAILABLE', 'NECESSARY', 'WAIT')",COIN,UP,0,UNAVAILABLE,NECESSARY,WAIT,-1.201,-0.101,-0.101,-0.09247558,1.1963505,-0.101,WAIT,1.1963505
"('COIN', 'UP', 1, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",COIN,UP,1,UNAVAILABLE,UNNECESSARY,BOMB,0.25641567,0.0,0.0,-0.101,-0.051,0.0,UP,0.25641567
"('COIN', 'UP', 1, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",COIN,UP,1,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,-0.101,-0.101,0.0,0.12830698,BOMB,0.12830698
"('COIN', 'UP', 1, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",COIN,UP,1,GOOD_LOW,UNNECESSARY,DOWN,0.11375854,0.0,0.0,0.0,0.0,0.7896421,BOMB,0.7896421
"('COIN', 'RIGHT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",COIN,RIGHT,10,UNAVAILABLE,UNNECESSARY,RIGHT,-0.2302584,1.6328081,-0.1919,0.5287441,-0.025166318,-0.42480096,RIGHT,1.6328081
"('COIN', 'RIGHT', 2, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",COIN,RIGHT,2,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.8266629,0.0,0.0,-0.051,-0.001,RIGHT,0.8266629
"('COIN', 'RIGHT', 10, 'USELESS', 'UNNECESSARY', 'BOMB')",COIN,RIGHT,10,USELESS,UNNECESSARY,BOMB,0.0,0.30340853,0.0,0.0,0.0,0.0,RIGHT,0.30340853
"('COIN', 'DOWN', 14, 'USELESS', 'UNNECESSARY', 'RIGHT')",COIN,DOWN,14,USELESS,UNNECESSARY,RIGHT,-0.1367408,-0.011,1.73037,0.03514739,0.0,-0.11681548,DOWN,1.73037
"('COIN', 'DOWN', 14, 'USELESS', 'UNNECESSARY', 'UP')",COIN,DOWN,14,USELESS,UNNECESSARY,UP,-0.101,0.0,0.0,1.1991472,-0.051,-0.151,LEFT,1.1991472
"('COIN', 'DOWN', 14, 'USELESS', 'UNNECESSARY', 'WAIT')",COIN,DOWN,14,USELESS,UNNECESSARY,WAIT,-0.09382896,0.0,0.0,-0.011,-0.051,-0.13520795,RIGHT,0.0
"('COIN', 'RIGHT', 10, 'USELESS', 'UNNECESSARY', 'LEFT')",COIN,RIGHT,10,USELESS,UNNECESSARY,LEFT,-0.19154394,1.0978129,-0.101,0.011355348,-0.012301493,-0.2047639,RIGHT,1.0978129
"('BOMBING', 'HERE', 9, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,9,UNAVAILABLE,UNNECESSARY,DOWN,0.7783037,0.0,0.0,-0.011,0.0,0.0,UP,0.7783037
"('BOMBING', 'UP', 1, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,UP,1,UNAVAILABLE,UNNECESSARY,UP,1.3544092,0.5627569,-5.2844934,0.25298515,0.21709672,-0.06004779,UP,1.3544092
"('BOMBING', 'RIGHT', 2, 'GOOD_LOW', 'UNNECESSARY', 'BOMB')",BOMBING,RIGHT,2,GOOD_LOW,UNNECESSARY,BOMB,0.0,0.0,-0.10005149,0.0,-0.051,0.0,UP,0.0
"('BOMBING', 'LEFT', 14, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",BOMBING,LEFT,14,GOOD_HIGH,UNNECESSARY,LEFT,-0.101,0.0,0.0,0.9686545,-0.051,0.0,LEFT,0.9686545
"('BOMBING', 'LEFT', 14, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",BOMBING,LEFT,14,GOOD_HIGH,UNNECESSARY,UP,0.0,0.0,0.09716218,0.012482409,-0.051,1.0668541,BOMB,1.0668541
"('BOMBING', 'LEFT', 14, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,14,GOOD_HIGH,UNNECESSARY,WAIT,-0.101,-0.011,0.0,0.0,0.0,0.044905514,BOMB,0.044905514
"('BOMBING', 'LEFT', 10, 'USELESS', 'UNNECESSARY', 'RIGHT')",BOMBING,LEFT,10,USELESS,UNNECESSARY,RIGHT,-0.27371,0.16657783,-0.22591603,0.77175236,-0.17194335,-0.28420696,LEFT,0.77175236
"('COIN', 'RIGHT', 14, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",COIN,RIGHT,14,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,1.5438839,0.0,0.0,0.0,0.12953605,RIGHT,1.5438839
"('COIN', 'DOWN', 13, 'USELESS', 'UNNECESSARY', 'RIGHT')",COIN,DOWN,13,USELESS,UNNECESSARY,RIGHT,-0.011,-0.101,1.6719176,-0.010400608,-0.051,0.0,DOWN,1.6719176
"('BOMBING', 'LEFT', 13, 'USELESS', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,13,USELESS,UNNECESSARY,WAIT,0.0,-0.101,0.0,0.22020808,0.0,0.0,LEFT,0.22020808
"('BOMBING', 'UP', 3, 'USELESS', 'UNNECESSARY', 'LEFT')",BOMBING,UP,3,USELESS,UNNECESSARY,LEFT,1.0601951,-0.04090611,-0.101,-0.101,-0.051,-0.151,UP,1.0601951
"('ESCAPE', 'UP', 3, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",ESCAPE,UP,3,UNAVAILABLE,UNNECESSARY,BOMB,0.12556691,1.3481778,-0.7585946,0.008350119,0.07497792,-0.08943092,RIGHT,1.3481778
"('BOMBING', 'DOWN', 6, 'UNSAFE', 'UNNECESSARY', 'WAIT')",BOMBING,DOWN,6,UNSAFE,UNNECESSARY,WAIT,0.0,0.0,0.3186119,0.0,0.0,0.0,DOWN,0.3186119
"('NONE', 'NONE', 2, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",NONE,NONE,2,UNAVAILABLE,UNNECESSARY,BOMB,-0.0919231,0.7319286,-0.099461,-1.201,-0.051,-0.097322464,RIGHT,0.7319286
"('BOMBING', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,10,UNAVAILABLE,UNNECESSARY,WAIT,-0.13767211,0.09781389,0.0,0.99713445,-0.03780729,-0.1797125,LEFT,0.99713445
"('BOMBING', 'DOWN', 6, 'USELESS', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,6,USELESS,UNNECESSARY,LEFT,0.0,0.0,0.8158722,0.0,0.0,0.0,DOWN,0.8158722
"('BOMBING', 'HERE', 5, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,5,UNAVAILABLE,UNNECESSARY,DOWN,-0.0031188652,-0.1919,0.936549,-0.16592993,-0.051,-0.1919,DOWN,0.936549
"('BOMBING', 'HERE', 5, 'GOOD_HIGH', 'UNNECESSARY', 'BOMB')",BOMBING,HERE,5,GOOD_HIGH,UNNECESSARY,BOMB,0.0,0.0,0.0,0.0,0.0,0.32447037,BOMB,0.32447037
"('COIN', 'LEFT', 10, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,10,GOOD_HIGH,UNNECESSARY,RIGHT,-0.101,-0.020670738,-0.10019,-0.01519,-0.008543979,1.4707242,BOMB,1.4707242
"('COIN', 'DOWN', 7, 'USELESS', 'UNNECESSARY', 'LEFT')",COIN,DOWN,7,USELESS,UNNECESSARY,LEFT,0.0,0.069079466,1.537983,0.0,0.0,0.0,DOWN,1.537983
"('COIN', 'DOWN', 7, 'USELESS', 'UNNECESSARY', 'DOWN')",COIN,DOWN,7,USELESS,UNNECESSARY,DOWN,-0.036,0.08672692,1.7666749,-0.03134285,-0.08825539,-0.15424101,DOWN,1.7666749
"('COIN', 'LEFT', 12, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,12,GOOD_HIGH,UNNECESSARY,RIGHT,-0.093508646,-0.101,-0.011,-0.016,0.0,1.0854911,BOMB,1.0854911
"('COIN', 'LEFT', 10, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",COIN,LEFT,10,GOOD_HIGH,UNNECESSARY,UP,0.0,-0.011,-0.1868518,0.0,-0.051,0.5947787,BOMB,0.5947787
"('COIN', 'LEFT', 12, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",COIN,LEFT,12,GOOD_HIGH,UNNECESSARY,UP,-0.008201972,0.0,0.0,1.571358,-0.051,-0.001,LEFT,1.571358
"('COIN', 'LEFT', 12, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",COIN,LEFT,12,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,-0.011,0.0,0.0,0.0,UP,0.0
"('COIN', 'UP', 5, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",COIN,UP,5,GOOD_HIGH,UNNECESSARY,LEFT,0.92072237,-0.101,-0.011,-0.101,-0.051,0.0,UP,0.92072237
"('ESCAPE', 'DOWN', 12, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",ESCAPE,DOWN,12,UNAVAILABLE,UNNECESSARY,BOMB,-1.0574329,-0.27634442,1.5378062,0.0,-0.0909161,-0.01604796,DOWN,1.5378062
"('BOMBING', 'HERE', 9, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",BOMBING,HERE,9,GOOD_HIGH,UNNECESSARY,RIGHT,-0.011035878,-0.101,0.0,-0.032076687,-0.051,1.3927726,BOMB,1.3927726
"('BOMBING', 'HERE', 9, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,HERE,9,GOOD_HIGH,UNNECESSARY,WAIT,-0.0056822794,-0.00308596,0.0,-0.002454244,-0.051,-0.0006684483,DOWN,0.0
"('BOMBING', 'DOWN', 1, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,DOWN,1,UNAVAILABLE,UNNECESSARY,UP,0.881912,-0.19257115,-3.25471,-0.019427102,0.0064109378,-0.1046456,UP,0.881912
"('BOMBING', 'HERE', 4, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,HERE,4,UNAVAILABLE,UNNECESSARY,UP,-0.07697761,-0.101,0.76441425,-0.11918069,-0.096455365,-0.1008537,DOWN,0.76441425
"('BOMBING', 'RIGHT', 15, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",BOMBING,RIGHT,15,GOOD_HIGH,UNNECESSARY,UP,-0.0064097065,0.0,0.08009594,-0.0026871953,-0.09019871,1.3094178,BOMB,1.3094178
"('BOMBING', 'RIGHT', 15, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,RIGHT,15,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,0.0,-0.011,0.0,0.2026586,BOMB,0.2026586
"('ESCAPE', 'RIGHT', 10, 'UNAVAILABLE', 'UNSAFE', 'RIGHT')",ESCAPE,RIGHT,10,UNAVAILABLE,UNSAFE,RIGHT,-2.4584084,-0.34772867,-3.5192285,2.6822197,-0.9109181,-2.626913,LEFT,2.6822197
"('COIN', 'LEFT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",COIN,LEFT,8,UNAVAILABLE,UNNECESSARY,BOMB,0.0,0.0,0.0,0.8715558,0.0,0.0,LEFT,0.8715558
"('COIN', 'RIGHT', 7, 'USELESS', 'UNNECESSARY', 'DOWN')",COIN,RIGHT,7,USELESS,UNNECESSARY,DOWN,-0.036,1.7214668,0.15880227,0.0,-0.051,-0.151,RIGHT,1.7214668
"('COIN', 'UP', 5, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",COIN,UP,5,GOOD_LOW,UNNECESSARY,DOWN,-0.00038673077,-0.101,-0.011,-0.101,-0.05019,1.301456,BOMB,1.301456
"('COIN', 'RIGHT', 7, 'USELESS', 'UNNECESSARY', 'UP')",COIN,RIGHT,7,USELESS,UNNECESSARY,UP,-0.011,1.6580486,0.059471592,-0.0735849,-0.0969,-0.1509708,RIGHT,1.6580486
"('COIN', 'DOWN', 5, 'USELESS', 'UNNECESSARY', 'RIGHT')",COIN,DOWN,5,USELESS,UNNECESSARY,RIGHT,0.0,0.0,1.0296171,0.0,-0.051,-0.15090337,DOWN,1.0296171
"('ESCAPE', 'UP', 7, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",ESCAPE,UP,7,UNAVAILABLE,UNNECESSARY,BOMB,0.18066436,1.4006737,0.48778462,-0.17750245,0.14882486,-0.25443098,RIGHT,1.4006737
"('ESCAPE', 'UP', 7, 'UNAVAILABLE', 'UNSAFE', 'BOMB')",ESCAPE,UP,7,UNAVAILABLE,UNSAFE,BOMB,1.0229142,0.0,0.0,0.0,0.0,0.0,UP,1.0229142
"('COIN', 'RIGHT', 7, 'USELESS', 'UNNECESSARY', 'WAIT')",COIN,RIGHT,7,USELESS,UNNECESSARY,WAIT,-0.015044574,0.0,-0.010044295,-0.09527177,-0.051,-0.151,RIGHT,0.0
"('ESCAPE', 'UP', 7, 'UNAVAILABLE', 'UNSAFE', 'LEFT')",ESCAPE,UP,7,UNAVAILABLE,UNSAFE,LEFT,0.0,0.0,0.49597624,0.0,-0.501,-0.32133594,DOWN,0.49597624
"('BOMBING', 'RIGHT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",BOMBING,RIGHT,8,UNAVAILABLE,UNNECESSARY,WAIT,-0.050476596,-2.0119,-0.14483172,0.0,0.42666772,-0.083115034,WAIT,0.42666772
"('BOMBING', 'UP', 5, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,UP,5,GOOD_HIGH,UNNECESSARY,WAIT,0.0,-0.10020551,0.0,0.0,0.0,0.7130261,BOMB,0.7130261
"('BOMBING', 'UP', 5, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,UP,5,UNAVAILABLE,UNNECESSARY,DOWN,0.92701983,-0.26735863,-0.022569848,-0.16237766,0.031598322,-0.348296,UP,0.92701983
"('BOMBING', 'UP', 4, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,UP,4,UNAVAILABLE,UNNECESSARY,LEFT,-0.901,0.0,0.39590517,0.0,0.0,-0.101,DOWN,0.39590517
"('BOMBING', 'LEFT', 2, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,LEFT,2,UNAVAILABLE,UNNECESSARY,UP,0.0,0.0,0.0,-0.901,0.16239004,-0.03546621,WAIT,0.16239004
"('NONE', 'NONE', 10, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",NONE,NONE,10,UNAVAILABLE,UNNECESSARY,RIGHT,-0.32279596,0.519075,-0.05929131,0.14794198,-0.07134767,-0.4544384,RIGHT,0.519075
"('NONE', 'NONE', 2, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",NONE,NONE,2,UNAVAILABLE,UNNECESSARY,UP,-0.101,0.73963326,-1.201,-0.09921289,-0.049351763,-0.030709997,RIGHT,0.73963326
"('COIN', 'LEFT', 2, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",COIN,LEFT,2,UNAVAILABLE,UNNECESSARY,BOMB,-0.09821441,1.0896727,-0.101,-1.201,-0.051,-0.0985331,RIGHT,1.0896727
"('COIN', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",COIN,LEFT,10,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.15569825,0.0,1.5618715,-0.05019,0.0,LEFT,1.5618715
"('COIN', 'LEFT', 10, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,10,GOOD_LOW,UNNECESSARY,RIGHT,-0.101,0.0604934,-0.101,0.08357507,-0.06923369,1.2028575,BOMB,1.2028575
"('COIN', 'DOWN', 7, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",COIN,DOWN,7,GOOD_LOW,UNNECESSARY,DOWN,0.0,0.0,1.8516848,0.0,0.0,0.0,DOWN,1.8516848
"('BOMBING', 'RIGHT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",BOMBING,RIGHT,10,UNAVAILABLE,UNNECESSARY,BOMB,-0.18975565,0.8508351,-0.101,-0.0015065244,-0.051,-0.101,RIGHT,0.8508351
"('BOMBING', 'RIGHT', 10, 'GOOD_HIGH', 'UNNECESSARY', 'BOMB')",BOMBING,RIGHT,10,GOOD_HIGH,UNNECESSARY,BOMB,0.0,0.0,0.0,0.0,0.0,-0.0007839528,UP,0.0
"('BOMBING', 'UP', 9, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",BOMBING,UP,9,GOOD_HIGH,UNNECESSARY,RIGHT,1.0333334,-0.09866447,0.0,0.048970588,-0.0969,0.0,UP,1.0333334
"('COIN', 'DOWN', 1, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",COIN,DOWN,1,UNAVAILABLE,UNNECESSARY,BOMB,-0.009706741,-0.098507635,-1.201,-0.101,0.044381928,0.0,WAIT,0.044381928
"('BOMBING', 'LEFT', 11, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,LEFT,11,UNAVAILABLE,UNNECESSARY,DOWN,0.044273317,0.04000614,0.0,1.3460306,0.0,-0.101900004,LEFT,1.3460306
"('COIN', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",COIN,LEFT,10,UNAVAILABLE,UNNECESSARY,DOWN,-0.101,-0.011,-0.09564661,1.444261,-0.040012967,-0.101,LEFT,1.444261
"('COIN', 'LEFT', 10, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",COIN,LEFT,10,GOOD_HIGH,UNNECESSARY,DOWN,0.0,-0.011,-0.101,0.27584526,-0.051,-3.5266497e-05,LEFT,0.27584526
"('COIN', 'LEFT', 10, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",COIN,LEFT,10,GOOD_HIGH,UNNECESSARY,WAIT,0.0,-0.005529488,-0.101,1.1172392,0.0,0.0,LEFT,1.1172392
"('COIN', 'DOWN', 4, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",COIN,DOWN,4,UNAVAILABLE,UNNECESSARY,DOWN,-3.05471,0.45510313,0.08329845,0.32376868,2.0593247,0.48282635,WAIT,2.0593247
"('NONE', 'NONE', 8, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",NONE,NONE,8,UNAVAILABLE,UNNECESSARY,BOMB,-0.094519064,-1.001,-0.101,-0.001,-0.011584394,-0.101,LEFT,-0.001
"('BOMBING', 'RIGHT', 6, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,6,GOOD_LOW,UNNECESSARY,LEFT,-0.09903249,0.0,-0.00077498605,-0.101,0.0,0.84199244,BOMB,0.84199244
"('BOMBING', 'RIGHT', 6, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,6,UNAVAILABLE,UNNECESSARY,LEFT,-0.04515699,0.0,0.7741339,-0.101,-0.04989147,0.0,DOWN,0.7741339
"('BOMBING', 'RIGHT', 6, 'USELESS', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,6,USELESS,UNNECESSARY,LEFT,-0.101,0.7545291,0.007950563,-0.101,-0.051,0.0,RIGHT,0.7545291
"('BOMBING', 'RIGHT', 6, 'USELESS', 'UNNECESSARY', 'WAIT')",BOMBING,RIGHT,6,USELESS,UNNECESSARY,WAIT,0.0,0.18602276,0.0,0.0,0.0,0.0,RIGHT,0.18602276
"('COIN', 'RIGHT', 4, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",COIN,RIGHT,4,UNAVAILABLE,UNNECESSARY,LEFT,-0.057368904,-1.201,1.0749369,-0.101,-0.051,-0.101,DOWN,1.0749369
"('COIN', 'UP', 5, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",COIN,UP,5,UNAVAILABLE,UNNECESSARY,DOWN,1.5265194,-0.13739431,0.1658175,-0.1659202,0.20295879,-0.325126,UP,1.5265194
"('COIN', 'UP', 5, 'USELESS', 'UNNECESSARY', 'BOMB')",COIN,UP,5,USELESS,UNNECESSARY,BOMB,0.3464325,0.0,0.0,0.0,0.0,0.0,UP,0.3464325
"('COIN', 'RIGHT', 10, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",COIN,RIGHT,10,GOOD_LOW,UNNECESSARY,RIGHT,-0.15404451,2.0814054,0.0,0.12099163,-0.101165615,0.0,RIGHT,2.0814054
"('COIN', 'RIGHT', 10, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",COIN,RIGHT,10,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.654134,-0.07673304,0.0,-0.051,-5.0515777e-05,RIGHT,0.654134
"('COIN', 'UP', 4, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",COIN,UP,4,UNAVAILABLE,UNNECESSARY,DOWN,-3.25471,-0.019868776,1.1451844,-0.2545783,0.3649389,-0.20470233,DOWN,1.1451844
